Days,Temp        ,mVVM        ,pH          ,pO2         ,RPM         ,Scale1      ,Scale2      ,Scale3      ,NT          ,Unused      ,O2-out      ,CO2_out     ,Cool_heat   ,Acid_base   ,Unused      ,Unused      ,OUR,CER,RQ,Sum1,Sum2,Sum3,Sum4,MS-O2       ,MS-CO2      ,MS-N2       ,MS-Ar       ,MS-Eth      ,MS-Met      ,MS-Unused   ,MS-Unused   ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      , run
00.0027778, 22.571 , 502.122 , 4.3 , 0 , 863 , 4.489 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,          9.246688     ,              4.959464     ,              0.5363503 , 0.3437535 , 0.5863658 , 0 , 0 ,             0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0041667, 22.987 , 502.137 , 4.3 , 0 , 850.832 , 4.49 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,       9.246964     ,              4.959611     ,              0.5363502 , 0.6875071 , 1.172732 , 0 , 0 ,              0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0055555, 23.386 , 502.137 , 4.301 , 0 , 839.086 , 4.542 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,    9.246964     ,              4.959611     ,              0.5363502 , 1.031261 , 1.759097 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0069444, 23.731 , 502.137 , 4.303 , 0 , 857.237 , 4.548 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,    9.246964     ,              4.959611     ,              0.5363502 , 1.375014 , 2.345463 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0083333, 24.154 , 502.137 , 4.306 , 0 , 846.849 , 4.56 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,     9.246964     ,              4.959611     ,              0.5363502 , 1.718768 , 2.931829 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0097338, 24.571 , 502.136 , 4.306 , 0 , 851.514 , 4.56 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,     9.246945     ,              4.959601     ,              0.5363503 , 2.062521 , 3.518195 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0111226, 24.901 , 502.134 , 4.309 , 0 , 850.178 , 4.554 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,    9.246909     ,              4.959582     ,              0.5363503 , 2.406275 , 4.10456 , 0 , 0 ,  0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0125116, 25.229 , 502.136 , 4.309 , 0 , 847.367 , 4.509 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,    9.246945     ,              4.959601     ,              0.5363503 , 2.750028 , 4.690926 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0139005, 25.551 , 502.137 , 4.315 , 0 , 853.505 , 4.565 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 50 , 5 , 0 , 0 ,    9.246964     ,              4.959611     ,              0.5363502 , 3.093782 , 5.277292 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0152893, 26.026 , 502.018 , 4.316 , 0 , 851.974 , 4.563 , 0 , 0 , 0 , 0 , 20.277 , 0.37 , 16.294 , 5 , 0 , 0 ,              9.244773     ,              4.958436     ,              0.5363503 , 3.205804 , 5.863657 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0166782, 26.412 , 502.319 , 4.358 , 0 , 846.706 , 4.52 , 0 , 0 , 0 , 0 , 20.277 , 0.37 ,-25 , 5 , 0 , 0 ,     9.250316     ,              4.961409     ,              0.5363503 , 3.033927 , 6.450024 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.0180671, 26.629 , 502.32 , 4.459 , 0 , 849.605 , 4.578 , 0 , 0 , 0 , 0 , 20.277 , 0.37 ,-25 , 5 , 0 , 0 ,     9.250335     ,              4.961419     ,              0.5363503 , 2.862051 , 7.036389 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
00.019456, 26.568 , 502.32 , 4.564 , 0 , 851.287 , 4.568 , 0 , 0 , 0 , 0 , 20.277 , 0.37 ,-25 , 5 , 0 , 0 ,      9.250335     ,              4.961419     ,              0.5363503 , 2.690174 , 7.622755 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.771
