Days,Temp        ,mVVM        ,pH          ,pO2         ,RPM         ,Scale1      ,Scale2      ,Scale3      ,NT          ,Unused      ,O2-out      ,CO2_out     ,Cool_heat   ,Acid_base   ,Unused      ,Unused      ,OUR,CER,RQ,Sum1,Sum2,Sum3,Sum4,MS-O2       ,MS-CO2      ,MS-N2       ,MS-Ar       ,MS-Eth      ,MS-Met      ,MS-Unused   ,MS-Unused   ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      , run
00.0000347, 27.846 , 1001.687 , 6.963 , 0 , 844.627 , 4.462 , 0 , 0 , 0 , 0 , 20.32 , 0.37 , 50 , 1.111 , 0 , 0 ,              17.00192     ,              9.899035     ,              0.5822306 , 0.25832 , 0.1068994 , 0 , 0 ,               0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0014237, 27.961 , 1001.632 , 7.004 , 0 , 846.646 , 4.459 , 0 , 0 , 0 , 0 , 20.32 , 0.37 , 29.959 , 1.918 , 0 , 0 ,          17.00098     ,              9.898492     ,              0.5822305 , 0.4131002 , 0.2914476 , 0 , 0 ,             0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0028125, 27.939 , 1000.578 , 7.147 , 0 , 857.009 , 4.458 , 0 , 0 , 0 , 0 , 20.316 , 0.374 , 15.411 , 1.601 , 0 , 0 ,        17.08998     ,              9.994974     ,              0.5848441 , 0.4927196 , 0.4454944 , 0 , 0 ,             0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0042014, 27.912 , 1001.635 , 7.157 , 0 , 848.395 , 4.507 , 0 , 0 , 0 , 0 , 20.891 , 0 , 39.885 , 1.292 , 0 , 0 ,            0.305141     ,              0            ,              0 , 0.6987814 , 0.5698094 , 0 , 0 ,       0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0055903, 27.963 , 1001.577 , 7.154 , 0 , 837.752 , 4.466 , 0 , 0 , 0 , 0 , 20.892 , 0 , 4.901 , 1.395 , 0 , 0 ,             0.27124      ,              0            ,              0 , 0.724102 , 0.7040351 , 0 , 0 ,        0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0069792, 27.846 , 1001.635 , 7.151 , 0 , 845.146 , 4.516 , 0 , 0 , 0 , 0 , 20.892 , 0 , 49.937 , 1.466 , 0 , 0 ,            0.2712557    ,              0            ,              0 , 0.9820965 , 0.8450923 , 0 , 0 ,       0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0083681, 27.99 , 1001.632 , 7.15 , 0 , 864.478 , 4.46 , 0 , 0 , 0 , 0 , 20.892 , 0 , 25.072 , 1.491 , 0 , 0 ,               0.2712549    ,              0            ,              0 , 1.111629 , 0.988555 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.009757, 27.863 , 1001.685 , 7.15 , 0 , 861.424 , 4.513 , 0 , 0 , 0 , 0 , 20.892 , 0 , 49.919 , 1.498 , 0 , 0 ,              0.2712692    ,              0            ,              0 , 1.36953 , 1.132691 , 0 , 0 ,          0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0111458, 27.987 , 1001.627 , 7.15 , 0 , 840.365 , 4.463 , 0 , 0 , 0 , 0 , 20.892 , 0 , 21.555 , 1.514 , 0 , 0 ,             0.2712535    ,              0            ,              0 , 1.480892 , 1.278367 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
00.0125463, 27.858 , 1001.682 , 7.148 , 0 , 840.386 , 4.459 , 0 , 0 , 0 , 0 , 20.892 , 0 , 50 , 1.566 , 0 , 0 ,  0.2712684    ,              0            ,              0 , 1.739212 , 1.429046 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-61.760
