Days,Temp        ,mVVM        ,pH          ,pO2         ,RPM         ,Scale1      ,Scale2      ,Scale3      ,NT          ,Unused      ,O2-out      ,CO2_out     ,Cool_heat   ,Acid_base   ,Unused      ,Unused      ,OUR,CER,RQ,Sum1,Sum2,Sum3,Sum4,MS-O2       ,MS-CO2      ,MS-N2       ,MS-Ar       ,MS-Eth      ,MS-Met      ,MS-Unused   ,MS-Unused   ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      ,Unused      , run
00.0000347, 25.993 , 1001.641 , 6.878 , 0 , 842.261 , 5.24 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 , 21.776 , 0.649 , 0 , 0 ,           4.962098E-02               ,             -0.187751     ,              0 , 0.290772 , 0.2771218 , 0 , 0 ,        0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0014236, 26.026 , 1001.605 , 6.875 , 0 , 852.675 , 5.24 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 ,-5.858 , 0.757 , 0 , 0 ,            4.961919E-02               ,             -0.1877443    ,              0 , 0.2125509 , 0.6003594 , 0 , 0 ,       0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0028241, 25.902 , 1001.604 , 6.874 , 0 , 833.566 , 5.248 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 , 24.991 , 0.777 , 0 , 0 ,          4.961915E-02               ,             -0.1877441    ,              0 , 0.5462524 , 0.932137 , 0 , 0 ,        0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.004213, 25.966 , 1001.604 , 6.876 , 0 , 850.36 , 5.259 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 , 24.813 , 0.732 , 0 , 0 ,            4.961915E-02               ,             -0.1877441    ,              0 , 0.8775771 , 1.244699 , 0 , 0 ,        0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0056018, 26.037 , 1001.756 , 6.874 , 0 , 861.311 , 5.253 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 , 5.674 , 0.784 , 0 , 0 ,           4.962667E-02               ,             -0.1877726    ,              0 , 0.9533412 , 1.579466 , 0 , 0 ,        0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0069907, 25.948 , 1002.068 , 6.876 , 0 , 838.374 , 5.259 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 , 8.214 , 0.712 , 0 , 0 ,           4.964213E-02               ,             -0.187831     ,              0 , 1.063022 , 1.883489 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0083796, 25.94 , 1001.61 , 6.875 , 0 , 840.417 , 5.27 , 0 , 0 , 0 , 0 , 20.9 ,-0.007 , 24.874 , 0.745 , 0 , 0 ,             4.961944E-02               ,             -0.1877452    ,              0 , 1.395161 , 2.201602 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0097685, 26.049 , 1001.59 , 6.878 , 0 , 853.982 , 5.314 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 , 9.153 , 0.662 , 0 , 0 ,          0.1427201    ,             -2.682089E-02               ,              0 , 1.51738 , 2.484275 , 0 , 0 ,          0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0111574, 26.009 , 1001.708 , 6.884 , 0 , 843.313 , 5.269 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 ,-0.617 , 0.48 , 0 , 0 ,          0.1427369    ,             -2.682405E-02               ,              0 , 1.509141 , 2.689234 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0125463, 25.923 , 1001.613 , 6.886 , 0 , 849.826 , 5.321 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 , 24.953 , 0.434 , 0 , 0 ,        0.1427233    ,             -0.0268215    ,              0 , 1.842335 , 2.874551 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0139352, 26.002 , 1001.64 , 6.884 , 0 , 861.215 , 5.268 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 , 20.547 , 0.489 , 0 , 0 ,         0.1427272    ,             -2.682223E-02               ,              0 , 2.116696 , 3.083353 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0153241, 26.015 , 1002.158 , 6.885 , 0 , 840.819 , 5.271 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 ,-3.214 , 0.453 , 0 , 0 ,         0.142801     ,             -0.0268361    ,              0 , 2.07378 , 3.276783 , 0 , 0 ,          0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0167245, 25.926 , 1001.606 , 6.89 , 0 , 842.13 , 5.323 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 , 24.946 , 0.288 , 0 , 0 ,          0.1427223    ,             -2.682132E-02               ,              0 , 2.406881 , 3.399759 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0181134, 26.019 , 1001.594 , 6.896 , 0 , 860.305 , 5.323 , 0 , 0 , 0 , 0 , 20.896 ,-0.001 , 16.455 , 0.125 , 0 , 0 ,        0.1427206    ,             -2.682099E-02               ,              0 , 2.626602 , 3.453134 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0195023, 26.013 , 1001.012 , 6.896 , 0 , 833.828 , 5.273 , 0 , 0 , 0 , 0 , 20.899 , 0 ,-4.498 , 0.125 , 0 , 0 ,             3.388403E-02               ,              0            ,              0 , 2.566541 , 3.506509 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0208912, 25.906 , 1001.593 , 6.897 , 0 , 849.801 , 5.322 , 0 , 0 , 0 , 0 , 20.9 , 0 , 24.988 , 0.105 , 0 , 0 ,              1.293557E-05               ,              0            ,              0 , 2.900202 , 3.551343 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0222801, 25.98 , 1001.607 , 6.896 , 0 , 860.185 , 5.272 , 0 , 0 , 0 , 0 , 20.9 , 0 , 24.552 , 0.121 , 0 , 0 ,               1.293575E-05               ,              0            ,              0 , 3.228042 , 3.60301 , 0 , 0 ,          0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.023669, 26.044 , 1001.607 , 6.899 , 0 , 849.021 , 5.282 , 0 , 0 , 0 , 0 , 20.9 , 0 , 0.247 , 0.063 , 0 , 0 ,  1.293575E-05               ,              0            ,              0 , 3.23134 , 3.629911 , 0 , 0 ,          0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0250579, 25.952 , 1002.019 , 6.908 , 0 , 838.825 , 5.346 , 0 , 0 , 0 , 0 , 20.9 , 0 , 9.32 , 0 , 0 , 0 ,      1.294107E-05               ,              0            ,              0 , 3.355789 , 3.629911 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
00.0264468, 25.955 , 1001.603 , 6.908 , 0 , 861.04 , 5.304 , 0 , 0 , 0 , 0 , 20.9 , 0 , 24.871 , 0 , 0 , 0 ,     1.29357E-05  ,              0            ,              0 , 3.687888 , 3.629911 , 0 , 0 ,         0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,           0 ,KLG-62.745
